Fuel_Mdot,Tair,Treturn,Tsupply,Water_Mdot,Condition,Class
1,283,333.0000001,345.1460054,5.5,%=0.50,ExcessAir
1,283,333.0000001,348.3548588,6,%=0.05,Lean
1,283,333.0000001,347.7390945,6,%=0.1,Nominal
1,283,333.0000001,347.1698917,6,%=0.15,ExcessAir
1,283,333.0000001,346.6421615,6,%=0.20,ExcessAir
1,283,333.0000001,346.1515308,6,%=0.25,ExcessAir
1,283,333.0000001,345.6942192,6,%=0.3,ExcessAir
1,283,333.0000001,345.2669426,6,%=0.35,ExcessAir
1,283,333.0000001,344.8668384,6,%=0.40,ExcessAir
1,283,333.0000001,344.4913947,6,%=0.45,ExcessAir
1,283,333.0000001,344.1383996,6,%=0.50,ExcessAir
1,283,333.0000001,347.1784248,6.5,%=0.05,Lean
1,283,333.0000001,346.6098846,6.5,%=0.1,Nominal
1,283,333.0000001,346.0843349,6.5,%=0.15,ExcessAir
1,283,333.0000001,345.5970772,6.5,%=0.20,ExcessAir
1,283,333.0000001,345.1440736,6.5,%=0.25,ExcessAir
1,283,333.0000001,344.7218347,6.5,%=0.3,ExcessAir
1,283,333.0000001,344.3273294,6.5,%=0.35,ExcessAir
1,283,333.0000001,343.9579123,6.5,%=0.40,ExcessAir
1,283,333.0000001,343.6112619,6.5,%=0.45,ExcessAir
1,283,333.0000001,343.285338,6.5,%=0.50,ExcessAir
1,283,333.0000001,346.1695806,7,%=0.05,Lean
1,283,333.0000001,345.641537,7,%=0.1,Nominal
1,283,333.0000001,345.1534216,7,%=0.15,ExcessAir
1,283,333.0000001,344.7008707,7,%=0.20,ExcessAir
1,283,333.0000001,344.2801339,7,%=0.25,ExcessAir
1,283,333.0000001,343.8879704,7,%=0.3,ExcessAir
1,283,333.0000001,343.5215651,7,%=0.35,ExcessAir
1,283,333.0000001,343.178461,7,%=0.40,ExcessAir
1,283,333.0000001,342.8560687,7,%=0.45,ExcessAir
1,283,333.0000001,342.5529278,7,%=0.50,ExcessAir
1,283,333.0000001,345.294896,7.5,%=0.05,Lean
1,283,333.0000001,344.8019634,7.5,%=0.1,Nominal
1,283,333.0000001,344.3463041,7.5,%=0.15,ExcessAir
1,283,333.0000001,343.9238444,7.5,%=0.20,ExcessAir
1,283,333.0000001,343.5310834,7.5,%=0.25,ExcessAir
1,283,333.0000001,343.1649958,7.5,%=0.3,ExcessAir
1,283,333.0000001,342.8224705,7.5,%=0.35,ExcessAir
1,283,333.0000001,342.501721,7.5,%=0.40,ExcessAir
1,283,333.0000001,342.2007405,7.5,%=0.45,ExcessAir
1,283,333.0000001,341.917756,7.5,%=0.50,ExcessAir
1,283,333.0000001,344.5292778,8,%=0.05,Lean
1,283,333.0000001,344.0670781,8,%=0.1,Nominal
1,283,333.0000001,343.6398278,8,%=0.15,ExcessAir
1,283,333.0000001,343.243707,8,%=0.20,ExcessAir
1,283,333.0000001,342.8750255,8,%=0.25,ExcessAir
1,283,333.0000001,342.5312702,8,%=0.3,ExcessAir
1,283,333.0000001,342.2100934,8,%=0.35,ExcessAir
1,283,333.0000001,341.9093414,8,%=0.40,ExcessAir
1,283,333.0000001,341.627126,8,%=0.45,ExcessAir
1,283,333.0000001,341.3617845,8,%=0.50,ExcessAir
1,283,333.0000002,343.8535236,8.5,%=0.05,Lean
1,283,333.0000002,343.4184494,8.5,%=0.1,Nominal
1,283,333.0000002,343.0160674,8.5,%=0.15,ExcessAir
1,283,333.0000002,342.6426597,8.5,%=0.20,ExcessAir
1,283,333.0000002,342.2955022,8.5,%=0.25,ExcessAir
1,283,333.0000002,341.971921,8.5,%=0.3,ExcessAir
1,283,333.0000002,341.6695933,8.5,%=0.35,ExcessAir
1,283,333.0000002,341.3864916,8.5,%=0.40,ExcessAir
1,283,333.0000002,341.1208386,8.5,%=0.45,ExcessAir
1,283,333.0000002,340.8710693,8.5,%=0.50,ExcessAir
1,283,333.0000002,343.2526887,9,%=0.05,Lean
1,283,333.0000002,342.8412765,9,%=0.1,Nominal
1,283,333.0000002,342.4608503,9,%=0.15,ExcessAir
1,283,333.0000002,342.1081421,9,%=0.20,ExcessAir
1,283,333.0000002,341.7802291,9,%=0.25,ExcessAir
1,283,333.0000002,341.4745853,9,%=0.3,ExcessAir
1,283,333.0000002,341.1890168,9,%=0.35,ExcessAir
1,283,333.0000002,340.9216087,9,%=0.40,ExcessAir
1,283,333.0000002,340.6706819,9,%=0.45,ExcessAir
1,283,333.0000002,340.4347583,9,%=0.50,ExcessAir
1,283,333.0000002,342.7143304,9.5,%=0.05,Lean
1,283,333.0000002,342.3244007,9.5,%=0.1,Nominal
1,283,333.0000002,341.9639556,9.5,%=0.15,ExcessAir
1,283,333.0000002,341.6297726,9.5,%=0.20,ExcessAir
1,283,333.0000002,341.3190824,9.5,%=0.25,ExcessAir
1,283,333.0000002,341.0294918,9.5,%=0.3,ExcessAir
1,283,333.0000002,340.7589221,9.5,%=0.35,ExcessAir
1,283,333.0000002,340.5055589,9.5,%=0.40,ExcessAir
1,283,333.0000002,340.2678114,9.5,%=0.45,ExcessAir
1,283,333.0000002,340.0442791,9.5,%=0.50,ExcessAir
1,283,333.0000002,342.229582,10,%=0.05,Lean
1,283,333.0000002,341.8591105,10,%=0.1,Nominal
1,283,333.0000002,341.5166522,10,%=0.15,ExcessAir
1,283,333.0000002,341.1991455,10,%=0.20,ExcessAir
1,283,333.0000002,340.9039592,10,%=0.25,ExcessAir
1,283,333.0000002,340.6288197,10,%=0.3,ExcessAir
1,283,333.0000002,340.3717519,10,%=0.35,ExcessAir
1,283,333.0000002,340.1310319,10,%=0.40,ExcessAir
1,283,333.0000002,339.9051483,10,%=0.45,ExcessAir
1,283,333.0000002,339.6927706,10,%=0.50,ExcessAir
1,283,333.0000002,341.7909133,10.5,%=0.05,Lean
1,283,333.0000002,341.4380503,10.5,%=0.1,Nominal
1,283,333.0000002,341.111869,10.5,%=0.15,ExcessAir
1,283,333.0000002,340.8094533,10.5,%=0.20,ExcessAir
1,283,333.0000002,340.5282972,10.5,%=0.25,ExcessAir
1,283,333.0000002,340.266235,10.5,%=0.3,ExcessAir
1,283,333.0000002,340.0213855,10.5,%=0.35,ExcessAir
1,283,333.0000002,339.7921069,10.5,%=0.40,ExcessAir
1,283,333.0000002,339.5769595,10.5,%=0.45,ExcessAir
1,283,333.0000002,339.374676,10.5,%=0.50,ExcessAir
1,283,333.0000003,341.3920519,11,%=0.05,Lean
1,283,333.0000003,341.0551995,11,%=0.1,Nominal
1,283,333.0000003,340.7438182,11,%=0.15,ExcessAir
1,283,333.0000003,340.455124,11,%=0.20,ExcessAir
1,283,333.0000003,340.1867249,11,%=0.25,ExcessAir
1,283,333.0000003,339.9365532,11,%=0.3,ExcessAir
1,283,333.0000003,339.7028134,11,%=0.35,ExcessAir
1,283,333.0000003,339.4839378,11,%=0.40,ExcessAir
1,283,333.0000003,339.2785523,11,%=0.45,ExcessAir
1,283,333.0000003,339.085447,11,%=0.50,ExcessAir
1,283,333.0000003,341.0278146,11.5,%=0.05,Lean
1,283,333.0000003,340.705583,11.5,%=0.1,Nominal
1,283,333.0000003,340.4077167,11.5,%=0.15,ExcessAir
1,283,333.0000003,340.1315531,11.5,%=0.20,ExcessAir
1,283,333.0000003,339.8748035,11.5,%=0.25,ExcessAir
1,283,333.0000003,339.6354902,11.5,%=0.3,ExcessAir
1,283,333.0000003,339.4118955,11.5,%=0.35,ExcessAir
1,283,333.0000003,339.20252,11.5,%=0.40,ExcessAir
1,283,333.0000003,339.006049,11.5,%=0.45,ExcessAir
1,283,333.0000003,338.8213252,11.5,%=0.50,ExcessAir
1,283,333.0000003,340.6938805,12,%=0.05,Lean
1,283,333.0000003,340.3850531,12,%=0.1,Nominal
1,283,333.0000003,340.0995776,12,%=0.15,ExcessAir
1,283,333.0000003,339.8349019,12,%=0.20,ExcessAir
1,283,333.0000003,339.5888326,12,%=0.25,ExcessAir
1,283,333.0000003,339.3594744,12,%=0.3,ExcessAir
1,283,333.0000003,339.1451809,12,%=0.35,ExcessAir
1,283,333.0000003,338.9445149,12,%=0.40,ExcessAir
1,283,333.0000003,338.7562167,12,%=0.45,ExcessAir
1,283,333.0000003,338.5791772,12,%=0.50,ExcessAir
1,283,333.0000003,340.3866188,12.5,%=0.05,Lean
1,283,333.0000003,340.090125,12.5,%=0.1,Nominal
1,283,333.0000003,339.8160506,12.5,%=0.15,ExcessAir
1,283,333.0000003,339.5619453,12.5,%=0.20,ExcessAir
1,283,333.0000003,339.3257033,12.5,%=0.25,ExcessAir
1,283,333.0000003,339.1055049,12.5,%=0.3,ExcessAir
1,283,333.0000003,338.8997696,12.5,%=0.35,ExcessAir
1,283,333.0000003,338.7071176,12.5,%=0.40,ExcessAir
1,283,333.0000003,338.5263395,12.5,%=0.45,ExcessAir
1,283,333.0000003,338.3563703,12.5,%=0.50,ExcessAir
1,285,333,363.5981365,3,%=0.05,Lean
1,285,333,362.373028,3,%=0.1,Nominal
1,285,333,361.2405616,3,%=0.15,ExcessAir
1,285,333,360.1906123,3,%=0.20,ExcessAir
1,285,333,359.2144781,3,%=0.25,ExcessAir
1,285,333,358.3046391,3,%=0.3,ExcessAir
1,285,333,357.4545634,3,%=0.35,ExcessAir
1,285,333,356.6585499,3,%=0.40,ExcessAir
1,285,333,355.9116003,3,%=0.45,ExcessAir
1,285,333,355.2093138,3,%=0.50,ExcessAir
1,285,333,359.2590325,3.5,%=0.05,Lean
1,285,333,358.2079722,3.5,%=0.1,Nominal
1,285,333,357.2363919,3.5,%=0.15,ExcessAir
1,285,333,356.3356047,3.5,%=0.20,ExcessAir
1,285,333,355.4981452,3.5,%=0.25,ExcessAir
1,285,333,354.717562,3.5,%=0.3,ExcessAir
1,285,333,353.9882513,3.5,%=0.35,ExcessAir
1,285,333,353.3053219,3.5,%=0.40,ExcessAir
1,285,333,352.6635419,3.5,%=0.45,ExcessAir
1,285,333,352.0598757,3.5,%=0.50,ExcessAir
1,285,333,355.9993941,4,%=0.05,Lean
1,285,333,355.0790776,4,%=0.1,Nominal
1,285,333,354.2283552,4,%=0.15,ExcessAir
1,285,333,353.4396192,4,%=0.20,ExcessAir
1,285,333,352.7054686,4,%=0.25,ExcessAir
1,285,333,352.0206809,4,%=0.3,ExcessAir
1,285,333,351.3808728,4,%=0.35,ExcessAir
1,285,333,350.7817536,4,%=0.40,ExcessAir
1,285,333,350.2195614,4,%=0.45,ExcessAir
1,285,333,349.6909843,4,%=0.50,ExcessAir
1,285,333,353.4609582,4.5,%=0.05,Lean
1,285,333,352.6414725,4.5,%=0.1,Nominal
1,285,333,351.8834239,4.5,%=0.15,ExcessAir
1,285,333,351.1806087,4.5,%=0.20,ExcessAir
1,285,333,350.5272023,4.5,%=0.25,ExcessAir
1,285,333,349.9181715,4.5,%=0.3,ExcessAir
1,285,333,349.3491441,4.5,%=0.35,ExcessAir
1,285,333,348.816304,4.5,%=0.40,ExcessAir
1,285,333,348.3163057,4.5,%=0.45,ExcessAir
1,285,333,347.8462035,4.5,%=0.50,ExcessAir
1,285,333.0000001,351.4249145,5,%=0.05,Lean
1,285,333.0000001,350.6865409,5,%=0.1,Nominal
1,285,333.0000001,350.0040009,5,%=0.15,ExcessAir
1,285,333.0000001,349.3711923,5,%=0.20,ExcessAir
1,285,333.0000001,348.7828708,5,%=0.25,ExcessAir
1,285,333.0000001,348.2345046,5,%=0.3,ExcessAir
1,285,333.0000001,347.7221569,5,%=0.35,ExcessAir
1,285,333.0000001,347.2423919,5,%=0.40,ExcessAir
1,285,333.0000001,346.7921973,5,%=0.45,ExcessAir
1,285,333.0000001,346.3689208,5,%=0.50,ExcessAir
1,285,333.0000001,349.7572477,5.5,%=0.05,Lean
1,285,333.0000001,349.0857686,5.5,%=0.1,Nominal
1,285,333.0000001,348.4650638,5.5,%=0.15,ExcessAir
1,285,333.0000001,347.8895806,5.5,%=0.20,ExcessAir
1,285,333.0000001,347.3545524,5.5,%=0.25,ExcessAir
1,285,333.0000001,346.8558599,5.5,%=0.3,ExcessAir
1,285,333.0000001,346.3899232,5.5,%=0.35,ExcessAir
1,285,333.0000001,345.9536176,5.5,%=0.40,ExcessAir
1,285,333.0000001,345.5442036,5.5,%=0.45,ExcessAir
1,285,333.0000001,345.1592694,5.5,%=0.50,ExcessAir
1,285,333.0000001,348.3666155,6,%=0.05,Lean
1,285,333.0000001,347.7509109,6,%=0.1,Nominal
1,285,333.0000001,347.1817631,6,%=0.15,ExcessAir
1,285,333.0000001,346.6540839,6,%=0.20,ExcessAir
1,285,333.0000001,346.1635003,6,%=0.25,ExcessAir
1,285,333.0000001,345.7062327,6,%=0.3,ExcessAir
1,285,333.0000001,345.278997,6,%=0.35,ExcessAir
1,285,333.0000001,344.8789312,6,%=0.40,ExcessAir
1,285,333.0000001,344.5035233,6,%=0.45,ExcessAir
1,285,333.0000001,344.1505619,6,%=0.50,ExcessAir
1,285,333.0000001,347.1892798,6.5,%=0.05,Lean
1,285,333.0000001,346.6207948,6.5,%=0.1,Nominal
1,285,333.0000001,346.0952959,6.5,%=0.15,ExcessAir
1,285,333.0000001,345.6080852,6.5,%=0.20,ExcessAir
1,285,333.0000001,345.1551252,6.5,%=0.25,ExcessAir
1,285,333.0000001,344.7329269,6.5,%=0.3,ExcessAir
1,285,333.0000001,344.3384594,6.5,%=0.35,ExcessAir
1,285,333.0000001,343.9690776,6.5,%=0.40,ExcessAir
1,285,333.0000001,343.6224604,6.5,%=0.45,ExcessAir
1,285,333.0000001,343.2965676,6.5,%=0.50,ExcessAir
1,285,333.0000001,346.1796624,7,%=0.05,Lean
1,285,333.0000001,345.6516701,7,%=0.1,Nominal
1,285,333.0000001,345.1636019,7,%=0.15,ExcessAir
1,285,333.0000001,344.7110946,7,%=0.20,ExcessAir
1,285,333.0000001,344.2903983,7,%=0.25,ExcessAir
1,285,333.0000001,343.8982725,7,%=0.3,ExcessAir
1,285,333.0000001,343.5319024,7,%=0.35,ExcessAir
1,285,333.0000001,343.1888311,7,%=0.40,ExcessAir
1,285,333.0000001,342.8664845,7,%=0.45,ExcessAir
1,285,333.0000001,342.5633726,7,%=0.50,ExcessAir
1,285,333.0000001,345.3043075,7.5,%=0.05,Lean
1,285,333.0000001,344.8114227,7.5,%=0.1,Nominal
1,285,333.0000001,344.3558075,7.5,%=0.15,ExcessAir
1,285,333.0000001,343.9333885,7.5,%=0.20,ExcessAir
1,285,333.0000001,343.5406653,7.5,%=0.25,ExcessAir
1,285,333.0000001,343.1746129,7.5,%=0.3,ExcessAir
1,285,333.0000001,342.8321343,7.5,%=0.35,ExcessAir
1,285,333.0000001,342.5114154,7.5,%=0.40,ExcessAir
1,285,333.0000001,342.2104637,7.5,%=0.45,ExcessAir
1,285,333.0000001,341.9275062,7.5,%=0.50,ExcessAir
1,285,333.0000001,344.5381025,8,%=0.05,Lean
1,285,333.0000001,344.0759477,8,%=0.1,Nominal
1,285,333.0000001,343.6487386,8,%=0.15,ExcessAir
1,285,333.0000001,343.2526561,8,%=0.20,ExcessAir
1,285,333.0000001,342.8840229,8,%=0.25,ExcessAir
1,285,333.0000001,342.5403006,8,%=0.3,ExcessAir
1,285,333.0000001,342.2191547,8,%=0.35,ExcessAir
1,285,333.0000001,341.9184315,8,%=0.40,ExcessAir
1,285,333.0000001,341.636243,8,%=0.45,ExcessAir
1,285,333.0000001,341.3709268,8,%=0.50,ExcessAir
1,285,333.0000002,343.8618304,8.5,%=0.05,Lean
1,285,333.0000002,343.4267985,8.5,%=0.1,Nominal
1,285,333.0000002,343.0244674,8.5,%=0.15,ExcessAir
1,285,333.0000002,342.6510956,8.5,%=0.20,ExcessAir
1,285,333.0000002,342.3039716,8.5,%=0.25,ExcessAir
1,285,333.0000002,341.9804215,8.5,%=0.3,ExcessAir
1,285,333.0000002,341.6781228,8.5,%=0.35,ExcessAir
1,285,333.0000002,341.3950482,8.5,%=0.40,ExcessAir
1,285,333.0000002,341.1294206,8.5,%=0.45,ExcessAir
1,285,333.0000002,340.8796751,8.5,%=0.50,ExcessAir
1,285,333.0000002,343.2605351,9,%=0.05,Lean
1,285,333.0000002,342.849174,9,%=0.1,Nominal
1,285,333.0000002,342.4687846,9,%=0.15,ExcessAir
1,285,333.0000002,342.1161104,9,%=0.20,ExcessAir
1,285,333.0000002,341.788229,9,%=0.25,ExcessAir
1,285,333.0000002,341.4826146,9,%=0.3,ExcessAir
1,285,333.0000002,341.1970735,9,%=0.35,ExcessAir
1,285,333.0000002,340.9296909,9,%=0.40,ExcessAir
1,285,333.0000002,340.6787881,9,%=0.45,ExcessAir
1,285,333.0000002,340.442887,9,%=0.50,ExcessAir
1,285,333.0000002,342.7217753,9.5,%=0.05,Lean
1,285,333.0000002,342.3318835,9.5,%=0.1,Nominal
1,285,333.0000002,341.9714732,9.5,%=0.15,ExcessAir
1,285,333.0000002,341.6373224,9.5,%=0.20,ExcessAir
1,285,333.0000002,341.3266621,9.5,%=0.25,ExcessAir
1,285,333.0000002,341.0370994,9.5,%=0.3,ExcessAir
1,285,333.0000002,340.7665556,9.5,%=0.35,ExcessAir
1,285,333.0000002,340.5132167,9.5,%=0.40,ExcessAir
1,285,333.0000002,340.2754919,9.5,%=0.45,ExcessAir
1,285,333.0000002,340.0519809,9.5,%=0.50,ExcessAir
1,285,333.0000002,342.2366554,10,%=0.05,Lean
1,285,333.0000002,341.8662198,10,%=0.1,Nominal
1,285,333.0000002,341.5237947,10,%=0.15,ExcessAir
1,285,333.0000002,341.2063186,10,%=0.20,ExcessAir
1,285,333.0000002,340.9111607,10,%=0.25,ExcessAir
1,285,333.0000002,340.6360476,10,%=0.3,ExcessAir
1,285,333.0000002,340.3790045,10,%=0.35,ExcessAir
1,285,333.0000002,340.1383075,10,%=0.40,ExcessAir
1,285,333.0000002,339.9124455,10,%=0.45,ExcessAir
1,285,333.0000002,339.7000881,10,%=0.50,ExcessAir
1,285,333.0000002,341.7976505,10.5,%=0.05,Lean
1,285,333.0000002,341.4448217,10.5,%=0.1,Nominal
1,285,333.0000002,341.118672,10.5,%=0.15,ExcessAir
1,285,333.0000002,340.8162854,10.5,%=0.20,ExcessAir
1,285,333.0000002,340.5351564,10.5,%=0.25,ExcessAir
1,285,333.0000002,340.2731194,10.5,%=0.3,ExcessAir
1,285,333.0000002,340.0282934,10.5,%=0.35,ExcessAir
1,285,333.0000002,339.7990367,10.5,%=0.40,ExcessAir
1,285,333.0000002,339.5839099,10.5,%=0.45,ExcessAir
1,285,333.0000002,339.3816457,10.5,%=0.50,ExcessAir
1,285,333.0000003,341.3984835,11,%=0.05,Lean
1,285,333.0000003,341.0616637,11,%=0.1,Nominal
1,285,333.0000003,340.7503124,11,%=0.15,ExcessAir
1,285,333.0000003,340.4616462,11,%=0.20,ExcessAir
1,285,333.0000003,340.1932729,11,%=0.25,ExcessAir
1,285,333.0000003,339.9431253,11,%=0.3,ExcessAir
1,285,333.0000003,339.7094078,11,%=0.35,ExcessAir
1,285,333.0000003,339.4905532,11,%=0.40,ExcessAir
1,285,333.0000003,339.2851873,11,%=0.45,ExcessAir
1,285,333.0000003,339.0921005,11,%=0.50,ExcessAir
1,285,333.0000003,341.033967,11.5,%=0.05,Lean
1,285,333.0000003,340.7117665,11.5,%=0.1,Nominal
1,285,333.0000003,340.4139291,11.5,%=0.15,ExcessAir
1,285,333.0000003,340.1377921,11.5,%=0.20,ExcessAir
1,285,333.0000003,339.8810672,11.5,%=0.25,ExcessAir
1,285,333.0000003,339.641777,11.5,%=0.3,ExcessAir
1,285,333.0000003,339.4182038,11.5,%=0.35,ExcessAir
1,285,333.0000003,339.2088482,11.5,%=0.40,ExcessAir
1,285,333.0000003,339.012396,11.5,%=0.45,ExcessAir
1,285,333.0000003,338.8276898,11.5,%=0.50,ExcessAir
1,285,333.0000003,340.6997769,12,%=0.05,Lean
1,285,333.0000003,340.3909795,12,%=0.1,Nominal
1,285,333.0000003,340.1055316,12,%=0.15,ExcessAir
1,285,333.0000003,339.8408814,12,%=0.20,ExcessAir
1,285,333.0000003,339.5948358,12,%=0.25,ExcessAir
1,285,333.0000003,339.3654997,12,%=0.3,ExcessAir
1,285,333.0000003,339.1512267,12,%=0.35,ExcessAir
1,285,333.0000003,338.95058,12,%=0.40,ExcessAir
1,285,333.0000003,338.7622998,12,%=0.45,ExcessAir
1,285,333.0000003,338.5852771,12,%=0.50,ExcessAir
1,285,333.0000003,340.3922797,12.5,%=0.05,Lean
1,285,333.0000003,340.0958147,12.5,%=0.1,Nominal
1,285,333.0000003,339.8217668,12.5,%=0.15,ExcessAir
1,285,333.0000003,339.567686,12.5,%=0.20,ExcessAir
1,285,333.0000003,339.3314667,12.5,%=0.25,ExcessAir
1,285,333.0000003,339.1112895,12.5,%=0.3,ExcessAir
1,285,333.0000003,338.9055739,12.5,%=0.35,ExcessAir
1,285,333.0000003,338.7129404,12.5,%=0.40,ExcessAir
1,285,333.0000003,338.5321796,12.5,%=0.45,ExcessAir
1,285,333.0000003,338.3622266,12.5,%=0.50,ExcessAir
1,287,333,363.6215289,3,%=0.05,Lean
1,287,333,362.3965392,3,%=0.1,Nominal
1,287,333,361.2641823,3,%=0.15,ExcessAir
1,287,333,360.2143342,3,%=0.20,ExcessAir
1,287,333,359.2382939,3,%=0.25,ExcessAir
1,287,333,358.3285423,3,%=0.3,ExcessAir
1,287,333,357.4785481,3,%=0.35,ExcessAir
1,287,333,356.6826107,3,%=0.40,ExcessAir
1,287,333,355.9357324,3,%=0.45,ExcessAir
1,287,333,355.2335129,3,%=0.50,ExcessAir
1,287,333,359.2791018,3.5,%=0.05,Lean
1,287,333,358.2281433,3.5,%=0.1,Nominal
1,287,333,357.2566569,3.5,%=0.15,ExcessAir
1,287,333,356.3559566,3.5,%=0.20,ExcessAir
1,287,333,355.5185777,3.5,%=0.25,ExcessAir
1,287,333,354.7380695,3.5,%=0.3,ExcessAir
1,287,333,354.0088286,3.5,%=0.35,ExcessAir
1,287,333,353.3259646,3.5,%=0.40,ExcessAir
1,287,333,352.6842852,3.5,%=0.45,ExcessAir
1,287,333,352.0806767,3.5,%=0.50,ExcessAir
1,287,333,356.0169669,4,%=0.05,Lean
1,287,333,355.0967396,4,%=0.1,Nominal
1,287,333,354.2460995,4,%=0.15,ExcessAir
1,287,333,353.4574396,4,%=0.20,ExcessAir
1,287,333,352.7233936,4,%=0.25,ExcessAir
1,287,333,352.0386717,4,%=0.3,ExcessAir
1,287,333,351.3989249,4,%=0.35,ExcessAir
1,287,333,350.7998631,4,%=0.40,ExcessAir
1,287,333,350.2377246,4,%=0.45,ExcessAir
1,287,333,349.7091979,4,%=0.50,ExcessAir
1,287,333,353.476587,4.5,%=0.05,Lean
1,287,333,352.6572105,4.5,%=0.1,Nominal
1,287,333,351.8992352,4.5,%=0.15,ExcessAir
1,287,333,351.1964878,4.5,%=0.20,ExcessAir
1,287,333,350.5431443,4.5,%=0.25,ExcessAir
1,287,333,349.934172,4.5,%=0.3,ExcessAir
1,287,333,349.3651992,4.5,%=0.35,ExcessAir
1,287,333,348.8324101,4.5,%=0.40,ExcessAir
1,287,333,348.3324595,4.5,%=0.45,ExcessAir
1,287,333,347.8624022,4.5,%=0.50,ExcessAir
1,287,333.0000001,351.4390133,5,%=0.05,Lean
1,287,333.0000001,350.7007112,5,%=0.1,Nominal
1,287,333.0000001,350.0182373,5,%=0.15,ExcessAir
1,287,333.0000001,349.3854897,5,%=0.20,ExcessAir
1,287,333.0000001,348.7972249,5,%=0.25,ExcessAir
1,287,333.0000001,348.2489113,5,%=0.3,ExcessAir
1,287,333.0000001,347.7366128,5,%=0.35,ExcessAir
1,287,333.0000001,347.2568937,5,%=0.40,ExcessAir
1,287,333.0000001,346.8067421,5,%=0.45,ExcessAir
1,287,333.0000001,346.3835061,5,%=0.50,ExcessAir
1,287,333.0000001,349.7700694,5.5,%=0.05,Lean
1,287,333.0000001,349.0986554,5.5,%=0.1,Nominal
1,287,333.0000001,348.4780106,5.5,%=0.15,ExcessAir
1,287,333.0000001,347.9025829,5.5,%=0.20,ExcessAir
1,287,333.0000001,347.3676062,5.5,%=0.25,ExcessAir
1,287,333.0000001,346.8689616,5.5,%=0.3,ExcessAir
1,287,333.0000001,346.4030696,5.5,%=0.35,ExcessAir
1,287,333.0000001,345.9668058,5.5,%=0.40,ExcessAir
